icao	city	country	state	name	type	longitude	latitude	elevation
CA-0454	Central Frontenac	NULL	NULL	Baker's Valley Aerodrome	small_airport	-76.9290160	44.7546570	625
CA-0456		NULL	NULL	Roseville Field	small_airport	-80.4336548	43.3471212	NULL
CA-0457	L'Île d'Entrée	NULL	NULL	L'Île d'Entrée Airfield	small_airport	-61.7123290	47.2763760	20
CA-0463		NULL	NULL	Saint-François-de-Laval (Laval Aviation)	small_airport	-73.5811257	45.6886744	NULL
CA-0464		NULL	NULL	Saint-François-de-Laval (Laval Aviation)	seaplane_base	-73.5809112	45.6931261	NULL
CA-0497	Vulcan	NULL	NULL	Vulcan / Kirkcaldy Airport	small_airport	-113.3577780	50.3319440	3418
CA-0506	Camden East	NULL	NULL	Newburgh - R.S. (Bob) Clapp Memorial Airstrip	small_airport	-76.8550700	44.3546030	500
CA-0508	Chatsworth	NULL	NULL	Farrow's Field	small_airport	-80.9376670	44.4394380	925
CA-0516	Mount Brydges	NULL	NULL	Warren Field	small_airport	-81.4797380	42.9367180	813
CA-0517	North Pender Island	NULL	NULL	Hastings Field Heliport	heliport	-123.2816110	48.7818440	190
CA-0523	Mount Forest	NULL	NULL	Roth Field	small_airport	-80.7764670	43.9786260	1350
CA-0524	Owen Sound	NULL	NULL	Varys Field	small_airport	-80.7631590	44.5881250	1200
CA-0526	Rivière-aux-Saumons	NULL	NULL	Rivière-aux-Saumons Aerodrome	small_airport	-62.2952780	49.4013890	369
CA-0534	Bernierville	NULL	NULL	Lac William ice runway (seasonal)	small_airport	-71.5747270	46.1256600	650
CA-0684	Brechin	NULL	NULL	Brechin / Ronan Aircraft Airfield	small_airport	-79.2245040	44.5705640	740
CA-0750	Cheney	NULL	NULL	Indian Creek Field	small_airport	-75.2609930	45.3991650	200
CA-0772	Chase	NULL	NULL	Shuswap (Skwlax Field) Airport	small_airport	-119.5908160	50.8786690	1170
CA-0903	Sambaa K'e	NULL	NULL	Sambaa K'e Airport	small_airport	-121.2697080	60.4234700	1666
CA-1018	Huntsville	NULL	NULL	Deerhurst Resort Airport	closed	-79.1513980	45.3541980	1029
CA-1019	Dunnville	NULL	NULL	Dunnville Airport	closed	-79.5958020	42.8722000	600
CA-1029	Grande Cache	NULL	NULL	Grande Cache Airport	closed	-118.8740010	53.9169010	4117
CA-1037	Manning	NULL	NULL	Hamburg Airport	closed	-119.7653100	57.3552850	2540
CA-1043	Zama Lake	NULL	NULL	Zama Lake Airport	closed	-118.8899990	59.0639000	1242
CA-1070	Winchester	NULL	NULL	Winchester Airport	closed	-75.3032990	45.0456009	250
CA-1071	Sudbury	NULL	NULL	Sudbury (Regional Hospital) Heliport	closed	-80.9894970	46.4794600	912
CA-1076	Morrisburg	NULL	NULL	Morrisburg Airport	closed	-75.0769610	44.9469930	254
CA-1077	Prince Edward County	NULL	NULL	Picton Airport	closed	-77.1391980	43.9892010	465
CA-1079	Hawkesbury	NULL	NULL	Hawkesbury (Windover Field) Airport	closed	-74.8097000	45.5643997	165
CA-1084	Thessalon	NULL	NULL	Thessalon Municipal Airport	closed	-83.5332440	46.3160310	750
CA-1088	Orton	NULL	NULL	Smith Field	closed	-80.2281190	43.7751790	1450
CA-1095	Montréal	NULL	NULL	Montreal / Mascouche Airport	closed	-73.5980990	45.7186010	75
CA-1101	Montréal	NULL	NULL	Montreal / Les Cèdres Airport	closed	-74.0766980	45.3475000	160
CA-1108	Toronto	NULL	NULL	Buttonville Municipal Airport	closed	-79.3700030	43.8622020	650
CA-1109	Nanisivik	NULL	NULL	Nanisivik Airport	closed	-84.6108620	72.9808390	2106
CA-1110	Edmonton	NULL	NULL	Edmonton City Centre (Blatchford Field) Airport	closed	-113.5210037	53.5724983	2202
CA-1151	East Garafraxa	NULL	NULL	Grand Valley (Madill Field)	closed	-80.2666710	43.8618860	1530
CA-1153		NULL	NULL	Caroline Airfield	closed	-114.7753501	52.1043174	3540
CA-1155	Port Hope	NULL	NULL	Canton Aerodrome	closed	-78.3618160	44.0028070	520
CA20	Ione	United States	California	Eagle's Nest Airport	small_airport	-121.0165070	38.4325800	220
CA42	Lake Elsinore	NULL	NULL	McConville Airstrip	small_airport	-117.4294570	33.6441460	2600
CA60	Vina	United States	California	Deer Creek Ranch Airport	small_airport	-121.9970016	39.9499016	280
CA62	Camp Roberts	NULL	NULL	McMillan Assault Strip	small_airport	-120.7679980	35.7191010	920
CA73	Yuba City	United States	California	Vanderford Ranch Company Airport	small_airport	-121.7160034	39.0956993	42
CA92	Paradise	NULL	NULL	Paradise Skypark Airport	small_airport	-121.6165280	39.7102900	1300
CAA2	St. Andre Avellin	NULL	NULL	St. André-Avellin Aerodrome	small_airport	-75.0702670	45.7443190	550
CAA8	Invermere	Canada	British Columbia	Invermere Airport	small_airport	-116.0057750	50.5215020	2820
CAD4	Trail	Canada	British Columbia	Trail Regional Airport	small_airport	-117.6090010	49.0555990	1427
CAD5	Merritt	Canada	British Columbia	Merritt Airport	small_airport	-120.7453680	50.1225040	2080
CAH3	Courtenay	NULL	NULL	Courtenay Airpark	small_airport	-124.9806400	49.6792370	26
CAH4	Valemount	Canada	British Columbia	Valemount Airport	small_airport	-119.3362660	52.8527360	2615
CAJ2	Eagle Plains	NULL	NULL	Wiley Airport	small_airport	-136.5729980	66.4910965	2365
CAJ3	Creston	Canada	British Columbia	Creston Valley Regional Airport - Art Sutcliffe Field	small_airport	-116.4980011	49.0368996	2070
CAJ4	Anahim Lake	NULL	NULL	Anahim Lake Airport	medium_airport	-125.3037760	52.4515010	3635
CAJ7	Cayley	Canada	Alberta	Cayley A J Flying Ranch Airport	small_airport	-113.7471910	50.4538870	3450
CAK3	Delta	Canada	British Columbia	Delta Heritage Air Park	small_airport	-122.9410020	49.0774000	10
CAL3	Douglas Lake	NULL	NULL	Douglas Lake Airport	small_airport	-120.1712734	50.1654600	2770
CAM3	Duncan	NULL	NULL	Duncan Airport	small_airport	-123.7097020	48.7545340	300
CAM4	Alhambra	NULL	NULL	Alhambra / Ahlstrom Airport	small_airport	-114.6675250	52.3461940	3212
CAM5	Houston	NULL	NULL	Houston Airport	small_airport	-126.7800230	54.4402990	2150
CAQ5	Nakusp	NULL	NULL	Nakusp Airport	small_airport	-117.8130035	50.2663994	1689
CAR4	Cameron	NULL	NULL	Cameron/Arbour Airfield	small_airport	-78.7355800	44.4819640	853
CAR5	Arthur	NULL	NULL	Arthur South Airport	small_airport	-80.4339270	43.7823850	1530
CAT4	Qualicum Beach	Canada	British Columbia	Qualicum Beach Airport	medium_airport	-124.3930860	49.3374560	191
CAU3	Oliver	Canada	British Columbia	Oliver Airport	small_airport	-119.5510025	49.1733017	1015
CAU4	Vanderhoof	NULL	NULL	Vanderhoof Airport	small_airport	-124.0108040	54.0516070	2225
CAV6	Beausejour	NULL	NULL	Beausejour/Av-Ranch Airpark	small_airport	-96.5858330	50.0411110	800
CAY5	Ayr	NULL	NULL	Sargeant Private Airfield	small_airport	-80.4997590	43.3051730	970
CAZ5	Cache Creek	NULL	NULL	Cache Creek-Ashcroft Regional Airport	medium_airport	-121.3213140	50.7752580	2034
CBB9	Osoyoos	Canada	British Columbia	Osoyoos Airport	small_airport	-119.4889984	49.0372009	1100
CBBC	Bella Bella	NULL	NULL	Bella Bella (Campbell Island) Airport	medium_airport	-128.1569940	52.1850010	141
CBF2	East Garafraxa	Canada	Ontario	Belwood (Baird Field)	small_airport	-80.3119440	43.8083330	1410
CBG8	Prince George	NULL	NULL	Prince George (Pacific Western Helicopters) Heliport	heliport	-122.7666700	53.8775233	1940
CBJ4	Clinton	Canada	British Columbia	Echo Valley Airport	small_airport	-121.9897850	51.2417070	3650
CBM4	Collingwood	NULL	NULL	Collingwood (Blue Mountain) Heliport	heliport	-80.3546690	44.5294490	735
CBN7		NULL	NULL	Beaverton North	small_airport	-79.1258960	44.4595130	800
CBQ8	Woodcock	NULL	NULL	Woodcock Airport	small_airport	-128.2330017	55.0667000	537
CBR2	Kaslo	Canada	British Columbia	Kaslo Airport	small_airport	-116.9349976	49.9035988	2354
CBS8	Port Alberni	Canada	British Columbia	Alberni Valley Regional Airport	small_airport	-124.9310000	49.3218990	250
CBU2	Eddontenajon	Canada	British Columbia	Eddontenajon / Iskut Village Airport	small_airport	-129.9839687	57.8479942	3100
CBX7	Tumbler Ridge	NULL	NULL	Tumbler Ridge Airport	small_airport	-120.9349976	55.0250015	3075
CBZ9	Fraser Lake	Canada	British Columbia	Fraser Lake Airport	small_airport	-124.7713540	54.0144540	2690
CCA3	Saint Peters Bay	NULL	NULL	Cable Head Airpark	small_airport	-62.5939610	46.4448060	94
CCC2	Winterland	Canada	Newfoundland and Labrador	Winterland Airport	small_airport	-55.3291760	47.1370600	156
CCE3	Juniper	Canada	New Brunswick	Juniper Airport	small_airport	-67.1682968	46.5628014	837
CCE6	Odessa	Canada	Ontario	Camden East Airstrip	small_airport	-76.7925020	44.3256290	NULL
CCF4	Porters Lake	Canada	Nova Scotia	Porters Lake Airport	small_airport	-63.2996820	44.7099940	20
CCG3	Burtt's Corner	NULL	NULL	Weyman Airpark	small_airport	-66.8589020	46.0374985	140
CCG4	Moncton	Canada	New Brunswick	Moncton / McEwen Airport	small_airport	-64.7686005	46.1539001	214
CCK5	Owen Sound	NULL	NULL	Owen Sound (Cook Field)	small_airport	-80.7413060	44.6347640	1040
CCN2	Grand Manan	Canada	New Brunswick	Grand Manan Airport	small_airport	-66.7964020	44.7132988	238
CCN4	Southgate	NULL	NULL	Conn Field	small_airport	-80.4855560	44.0325000	1658
CCP2	Exploits Valley	NULL	NULL	Exploits Valley Botwood Airport	small_airport	-55.4477005	49.0559998	365
CCQ3	Debert	NULL	NULL	Debert Airport	small_airport	-63.4606018	45.4185982	142
CCR3	Florenceville-Bristol	Canada	New Brunswick	Florenceville Airport	small_airport	-67.6280980	46.4261020	508
CCS3	Saint Stephen	Philippines	Tarlac	Saint Stephen Airport	small_airport	-67.2506030	45.2075000	96
CCS4	Chipman	Canada	New Brunswick	Chipman Airport	small_airport	-65.9041980	46.1486020	65
CCT2	Cookstown	Canada	Ontario	Cookstown Airport	small_airport	-79.6381780	44.2386490	750
CCW3	Waterville	Canada	Nova Scotia	Waterville / Kings County Municipal Airport	small_airport	-64.6517029	45.0518990	119
CCW4	Stanley	Canada	Nova Scotia	Stanley Airport	small_airport	-63.9206009	45.1006012	95
CCZ3	Clarenville	Canada	Newfoundland and Labrador	Clarenville Airport	small_airport	-53.9239010	48.2747000	199
CD-0042	Kitona	NULL	NULL	Kitona Air Base	closed	12.4461360	-5.9186290	394
CDA4	Village-Blanchard	Canada	New Brunswick	Pokemouche Airport	small_airport	-64.8825000	47.7164000	68
CDA5	St. Andrews	Canada	Newfoundland and Labrador	St. Andrews Codroy Valley Airport	small_airport	-59.3125250	47.7750980	65
CDJ4	Clearwater	Canada	New Brunswick	Clearwater Airport	small_airport	-66.8283005	46.7132988	1330
CDL8	Centredale	Canada	Nova Scotia	Centredale Airport	small_airport	-62.6184010	45.4094000	595
CDT5	Buctouche	Canada	New Brunswick	Bouctouche Airport	small_airport	-64.6939010	46.5093990	57
CDU6	Doaktown	NULL	NULL	Doaktown Airport	small_airport	-66.0939026	46.5525017	326
CDV2	Downs Gulch	Canada	New Brunswick	Downs Gulch Airport	small_airport	-67.4261020	47.7536010	883
CDY3	Fogo	Canada	Newfoundland and Labrador	Fogo Airport	small_airport	-54.2374990	49.6575010	80
CDY6	Bridgewater	Canada	Nova Scotia	Bridgewater / Dayspring Airpark	small_airport	-64.4567032	44.3819008	150
CEA3	Olds-Didsbury	Canada	Alberta	Olds-Didsbury Airport	small_airport	-114.1070023	51.7118988	3360
CEA5	Hardisty	NULL	NULL	Hardisty Airport	small_airport	-111.3840027	52.6469002	2326
CEA6	Cardston	NULL	NULL	Cardston Airport	small_airport	-113.2418880	49.1636310	3887
CEB5	Fairview	NULL	NULL	Fairview Airport	small_airport	-118.4349976	56.0814018	2166
CEC4	Hinton	Canada	Alberta	Jasper-Hinton Airport	small_airport	-117.7529980	53.3191990	4006
CED3	Oyen	NULL	NULL	Oyen Municipal Airport	small_airport	-110.4909973	51.3342018	2498
CED5	Taber	NULL	NULL	Taber Airport	small_airport	-112.1849976	49.8266983	2648
CED8	Eldorado	NULL	NULL	Eldorado Aerodrome	small_airport	-88.8164810	48.5711940	700
CEE5	Wabasca-Desmarais	NULL	NULL	Wabasca Airport	small_airport	-113.8186600	55.9614450	1827
CEF2	Centre Wellington	NULL	NULL	Belwood (Ellen Field)	small_airport	-80.3694530	43.8372350	1540
CEF3	Bow Island	NULL	NULL	Bow Island Airport	small_airport	-111.3330002	49.8833008	2634
CEF4	Airdrie	Canada	Alberta	Airdrie Aerodrome	small_airport	-113.9339980	51.2639010	3648
CEG3	Lacombe	NULL	NULL	Lacombe Airport	small_airport	-113.7119980	52.4883003	2783
CEG4	Drumheller	Canada	Alberta	Drumheller Municipal Airport	small_airport	-112.7490005	51.4963989	2597
CEH2	Black Diamond	NULL	NULL	Cu Nim Airport	small_airport	-114.1807160	50.7228680	3700
CEH3	Ponoka Industrial	Canada	Alberta	Ponoka Industrial (Labrie Field) Airport	small_airport	-113.6060030	52.6516990	2669
CEH4	De Winton	Canada	Alberta	De Winton South Calgary Airport	small_airport	-113.8239975	50.8218994	3355
CEH5	Red Earth Creek	Canada	Alberta	Red Earth Creek Airport	small_airport	-115.2757500	56.5461420	1790
CEH6	Provost	NULL	NULL	Provost Airport	small_airport	-110.2789993	52.3381004	2197
CEJ3	Stettler	NULL	NULL	Stettler Airport	small_airport	-112.7539978	52.3100014	2686
CEJ4	Claresholm	Canada	Alberta	Claresholm Industrial Airport	small_airport	-113.6299973	50.0046997	3325
CEJ6	Elk Point	NULL	NULL	Elk Point Airport	small_airport	-110.7720170	53.8929460	1981
CEK6	Killam	NULL	NULL	Killam-Sedgewick Airport	small_airport	-111.7603700	52.7954460	2182
CEL3	East Linton	NULL	NULL	East Linton (Kerr Field)	small_airport	-80.9440260	44.6610680	750
CEL4	Hanna	Canada	Alberta	Hanna Airport	small_airport	-111.9046510	51.6321580	2738
CEL5	Valleyview	NULL	NULL	Valleyview Airport	small_airport	-117.2945450	55.0329410	2435
CEM4	Innisfail	NULL	NULL	Big Bend Airport	small_airport	-114.0270000	52.0786020	3017
CEM5	Swan Hills	NULL	NULL	Swan Hills Airport	small_airport	-115.4150009	54.6707993	3473
CEN3	Three Hills	NULL	NULL	Three Hills Airport	small_airport	-113.2089996	51.6967010	2975
CEN4	High River	NULL	NULL	High River Airport	small_airport	-113.8433960	50.5341620	3431
CEN5	Cold Lake	NULL	NULL	Cold Lake Regional Airport	small_airport	-110.2689972	54.4775009	1786
CEP3	Barrhead	NULL	NULL	Barrhead Airport	small_airport	-114.4388680	54.0968740	2121
CEQ3	Camrose	Canada	Alberta	Camrose Airport	small_airport	-112.8160019	53.0402985	2426
CEQ4	Del Bonita	NULL	NULL	Del Bonita / Whetstone International Airport	small_airport	-112.7760010	48.9986000	4335
CER2	Castor	NULL	NULL	Castor Airport	small_airport	-111.9268870	52.2209249	2704
CER3	Drayton Valley	Canada	Alberta	Drayton Valley Industrial Airport	small_airport	-114.9599991	53.2658005	2776
CER4	Fort McMurray	United States	Alaska	Fort McMurray / Mildred Lake Airport	small_airport	-111.5739975	57.0555992	1046
CES2	St-Esprit	NULL	NULL	St-Esprit Aerodrome	small_airport	-73.6723950	45.9144000	192
CES3	Edmonton	NULL	NULL	Edmonton / St. Albert (Delta Helicopters) Heliport	heliport	-113.6871920	53.6866200	2265
CES4	Clyde	Canada	Alberta	Westlock Airport	small_airport	-113.7404400	54.1417330	2214
CET4	Fort Simpson Island	NULL	NULL	Fort Simpson Island Airport	small_airport	-121.3685240	61.8672650	405
CET9	Jean Marie River	Canada	Northwest Territories	Jean Marie River Airport	small_airport	-120.6253340	61.5224490	470
CEU2	Beaverlodge	NULL	NULL	Beaverlodge Airport	small_airport	-119.4479980	55.1842003	2289
CEV3	Vegreville	NULL	NULL	Vegreville Airport	small_airport	-112.0270004	53.5144005	2072
CEV7	Tofield	NULL	NULL	Tofield Airport	small_airport	-112.6967310	53.3713000	2311
CEW3	St. Paul	NULL	NULL	St. Paul Airport	small_airport	-111.3779930	53.9936950	2147
CEW9	Canmore	NULL	NULL	Canmore Municipal Heliport	heliport	-115.3377110	51.0789650	4296
CEX3	Wetaskiwin	Canada	Alberta	Wetaskiwin Regional Airport	small_airport	-113.4110031	52.9650002	2509
CEY3	Fort Macleod	Canada	Alberta	Fort Macleod Airport	small_airport	-113.4169998	49.7000008	3138
CEZ3	Sherwood Park	Canada	Alberta	Edmonton / Cooking Lake Airport	small_airport	-113.1159970	53.4275020	2437
CEZ4	Fort Vermilion	NULL	NULL	Fort Vermilion Airport	small_airport	-115.9509964	58.4042015	836
CFB6	Edmonton	Canada	Alberta	Edmonton / Josephburg Airport	small_airport	-113.0865669	53.7279980	2069
CFC6	Rockyford	NULL	NULL	Rockyford Airport	small_airport	-113.1169968	51.2667007	2860
CFD4	Foremost	NULL	NULL	Foremost Airport	small_airport	-111.4940033	49.4831009	2909
CFD5	Grimshaw	NULL	NULL	Grimshaw Airport	small_airport	-117.6252780	56.1961100	2050
CFF7	Wainwright	Canada	Alberta	Wainwright / Camp Wainwright Field	heliport	-110.9042788	52.8279337	2170
CFG3	Consort	NULL	NULL	Consort Airport	small_airport	-110.7487620	52.0237880	2499
CFG6	Suncor Energy Site	NULL	NULL	Fort Mackay / Firebag	small_airport	-110.9766660	57.2758330	1762
CFH4	Fox Harbour	Canada	Nova Scotia	Fox Harbour Airport	small_airport	-63.4611020	45.8699990	62
CFL2	Hilda	Canada	Alberta	Empress McNeill Spectra Energy Airport	small_airport	-110.0431820	50.6818310	2395
CFN5	La Crete	Canada	Alberta	La Crete Airport	small_airport	-116.3379192	58.1728752	1046
CFN7	Sundre	Canada	Alberta	Sundre Airport	small_airport	-114.6770020	51.7742004	3656
CFP7	Wainwright	NULL	NULL	CFB Wainwright Field 21 Airport	small_airport	-111.1009980	52.8306010	2260
CFQ4	Cheadle	NULL	NULL	Cheadle Airport	small_airport	-113.6240005	51.0574989	3300
CFS5	Spirit River	NULL	NULL	Spirit River Municipal Airport	small_airport	-118.8408060	55.7837970	2044
CFS6	Loon River	Canada	Alberta	Loon River Airport	small_airport	-115.0749969	57.1418991	1550
CFT8	Pelican	Canada	Alberta	Pelican Airport	small_airport	-113.4739990	56.1608009	2059
CFU9	Olds	NULL	NULL	Olds (Hospital) Heliport	heliport	-114.1168870	51.8014080	3360
CFW2	Gordon Lake	NULL	NULL	Gordon Lake Airport	small_airport	-110.5000000	56.6166992	1600
CFX2	Calgary	Canada	Alberta	Calgary / Okotoks Air Park	small_airport	-113.9349976	50.7352982	3601
CFX4	Manning	NULL	NULL	Manning Municipal Airport	small_airport	-117.6439970	56.9508020	1612
CFX8	Chestermere	NULL	NULL	Chestermere (Kirkby Field) Airport	small_airport	-113.7545310	51.0420500	3339
CFY4	Indus	NULL	NULL	Winters Aire Park Airport	small_airport	-113.7962151	50.9048190	3370
CGL2	Harrow	Canada	Ontario	Harrow Airport	small_airport	-82.8407974	42.0593987	610
CGR2		NULL	NULL	Gold River (E & B Helicopters) Heliport	heliport	-126.0556269	49.7533097	182
CGV6	East Garafraxa	NULL	NULL	Grand Valley/Martin Field	small_airport	-80.2821850	43.8746900	1550
CHD4	Thamesford	NULL	NULL	Harydale Farms Airport	small_airport	-81.0191670	43.1083330	1050
CHF2	Manotick	Canada	Ontario	Ottawa / Manotick (Hope Field)	small_airport	-75.7086029	45.1906013	315
CJA3	Morden	Canada	Manitoba	Morden Regional Airport	small_airport	-98.0635360	49.2086260	950
CJB3	Steinbach	Canada	Manitoba	Steinbach Airport	small_airport	-96.6793976	49.5494003	850
CJB8	Kyle	Canada	Saskatchewan	Kyle Airport	small_airport	-108.0697130	50.8335480	2175
CJC5	Shaunavon	NULL	NULL	Shaunavon Airport	small_airport	-108.4060910	49.6587660	3028
CJD5	Leader	Canada	Saskatchewan	Leader Airport	small_airport	-109.5019770	50.8778830	2201
CJE3	Weyburn	Canada	Saskatchewan	Weyburn Airport	small_airport	-103.8010025	49.6974983	1934
CJF3	Île-à-la-Crosse	Canada	Saskatchewan	Île-à-la-Crosse Airport	small_airport	-107.9300003	55.4897003	1394
CJJ4	Deloraine	Canada	Manitoba	Deloraine Airport	small_airport	-100.5009995	49.1506004	1680
CJJ8	Macklin	NULL	NULL	Macklin Airport	small_airport	-109.9202150	52.3436160	2280
CJK4	Esterhazy	Canada	Saskatchewan	Esterhazy Airport	small_airport	-102.0999985	50.6427994	1700
CJL6	Altona	Canada	Manitoba	Altona Municipal Airport	small_airport	-97.5292600	49.0930690	806
CJM5	Frontier	Canada	Saskatchewan	Frontier Airport	small_airport	-108.5746360	49.1725230	2960
CJQ3	Carlyle	Canada	Saskatchewan	Carlyle Airport	small_airport	-102.2870026	49.6444016	2074
